"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"S4","KOR","68984","Korea, Rep.","JPN","Japan",2016,"Import",5,28.508
"S4","KOR","68984","Korea, Rep.","JPN","Japan",2017,"Import",5,94.364
"S4","KOR","68984","Korea, Rep.","JPN","Japan",2018,"Import",5,124.168
"S4","KOR","68984","Korea, Rep.","JPN","Japan",2019,"Import",5,171.386
"S4","KOR","68984","Korea, Rep.","JPN","Japan",2020,"Import",5,135.828
"S4","KOR","68984","Korea, Rep.","JPN","Japan",2021,"Import",5,76.429
"S4","KOR","68984","Korea, Rep.","RUS","Russian Federation",2019,"Import",5,1.888
"S4","KOR","68984","Korea, Rep.","RUS","Russian Federation",2020,"Import",5,0.778
"S4","KOR","68984","Korea, Rep.","RUS","Russian Federation",2021,"Import",5,0.393
"S4","KOR","68984","Korea, Rep.","SGP","Singapore",2015,"Import",5,0.079
"S4","KOR","68984","Korea, Rep.","UKR","Ukraine",2017,"Import",5,18.3
"S4","KOR","68984","Korea, Rep.","UKR","Ukraine",2018,"Import",5,184.8
"S4","KOR","68984","Korea, Rep.","USA","United States",2015,"Import",5,71.185
"S4","KOR","68984","Korea, Rep.","USA","United States",2016,"Import",5,95.32
"S4","KOR","68984","Korea, Rep.","USA","United States",2017,"Import",5,256.194
"S4","KOR","68984","Korea, Rep.","USA","United States",2018,"Import",5,54.148
"S4","KOR","68984","Korea, Rep.","USA","United States",2019,"Import",5,146.352
"S4","KOR","68984","Korea, Rep.","USA","United States",2020,"Import",5,21.732
"S4","KOR","68984","Korea, Rep.","USA","United States",2021,"Import",5,131.059
"S4","KOR","68984","Korea, Rep.","VNM","Vietnam",2016,"Import",5,0.026
"S4","KOR","68984","Korea, Rep.","VNM","Vietnam",2017,"Import",5,0.018
